IWG1_NAMES,TIME,LATref,LONref,ALTref,GPS_GeoidHt.3,ALTPAft.d,AltRaft.1,GS.d,TAS.d,IAS.d,MACH.d,GSZref,THDGref,TRK.d,DA.d,PITCHref,ROLLref,SA.d,AA.d,TA.d,TD.c,TTMref,PS.c,PQ.c,PCAB.1,WS.d,WD.d,UWZ.d,none,none,none,none,FLID,MISSIONID,STORMID,AccZfilterI-GPS.1,AccZfilterI-GPS.2,ACCZref,AccZI-GPS.1,AccZI-GPS.2,AltBCADDU.1,ALTGA.d,AltGPS.1,AltGPS.2,AltGPS.3,AltGPS.4,AltI-GPS.1,AltI-GPS.2,ALTPA.d,AltRa.1,AltRa.2,AltRa1.c,AltRa2.c,ASfmrWS.1,ASfmrRainRate.1,ASfmrTB.1,ASfmrTB.2,ASfmrTB.3,ASfmrTB.4,ASfmrTB.5,ASfmrTB.6,COURSEcorr.d,DV.d,GPS_AltErr.3,GPS_AltErr.4,GSXref,GSYref,GPS_Quality.3,GPS_Quality.4,HT.d,HUM_ABS.d,HUM_REL.d,IASkt.d,LatGPS.1,LatGPS.2,LatGPS.3,LatGPS.4,LatI-GPS.1,LatI-GPS.2,LonGPS.1,LonGPS.2,LonGPS.3,LonGPS.4,LonI-GPS.1,LonI-GPS.2,MDSHOUR.1,MDSMINUTE.1,MDSSECOND.1,MR.d,PDALPHA.1,PDALPHA.2,PDBETA.1,PDBETA.2,PitchI-GPS.1,PitchI-GPS.2,PitchI-GPS.3,PitchI-GPS.4,PQALPHA.1,PQBETA.1,PQM.1,PQM.2,PQM.3,PQM.4,PSM.1,PSM.2,PSURF.d,PTM.1,RollI-GPS.1,RollI-GPS.2,RollI-GPS.3,RollI-GPS.4,SfmrRainRate.1,SfmrT.6,SfmrT.7,SfmrWS.1,SST.1,Salinity.1,TASkt.d,TDM.1,TDM.2,TDM.3,THdgI-GPS.1,THdgI-GPS.2,THdgI-GPS.3,THdgI-GPS.4,THETA.d,THETAE.d,THETAV.d,TRadD.1,TRadS.1,TRKdesired.d,TTM.1,TTM.2,TVIRT.d
IWG1,20200117T122101,13.0799,-59.4789,56.1,-49.0,59.7,6.2,0.0,4.0,3.91,0.01,0.00,252.5153,90.0000,-162.52,-0.06,-0.53,-0.16,11.38,31.80,20.47,31.81,1011.06,0.09,1011.7,3.96,252.4563,0.74,,,,,20200117I1,NONE NONE,NONE,0.00,0.00,0.00,0.00,0.00,17.68,56.03,43.89,42.67,56.70,56.13,53.64,53.64,18.19,1.90,2.03,1.90,2.03,,,,,,,,298.14,252.46,37.84,0.18,3.20,0.00,0.00,5.00,9.00,155.18,17.09,49.95,7.59,13.08,13.08,13.08,13.08,13.08,13.08,-59.48,-59.48,-59.48,-59.48,-59.48,-59.48,12.00,21.00,3.07,15.15,-0.07,0.10,-0.00,0.03,-0.06,-0.11,-0.06,-0.11,-0.04,0.02,-0.36,0.08,-0.09,-0.02,1011.55,1011.08,1017.37,1011.74,-0.53,-0.59,-0.53,-0.59,,,,,255.00,36.00,7.85,20.69,20.47,3.48,252.52,252.58,252.52,252.58,304.01,349.44,271.19,-18.07,-22.10,342.46,31.81,32.40,307.73
IWG1,20200117T122102,13.0799,-59.4789,56.4,-49.0,59.7,6.2,0.0,3.8,3.67,0.01,0.00,252.5137,90.0000,-162.51,-0.06,-0.53,0.54,11.09,31.81,20.47,31.82,1011.06,0.08,1011.7,3.73,253.1611,0.75,,,,,20200117I1,NONE NONE,NONE,-0.01,-0.00,-0.01,-0.01,-0.00,17.68,56.29,43.89,42.67,56.69,56.38,53.64,53.64,18.20,1.90,2.00,1.90,2.00,,,,296.34,,,,,253.16,38.09,0.17,3.03,0.00,0.00,5.00,9.00,155.44,17.09,49.92,7.13,13.08,13.08,13.08,13.08,13.08,13.08,-59.48,-59.48,-59.48,-59.48,-59.48,-59.48,12.00,21.00,4.08,15.16,-0.07,0.09,0.00,0.03,-0.06,-0.11,-0.06,-0.11,-0.04,0.02,-0.35,0.07,-0.10,0.03,1011.57,1011.07,1017.40,1011.82,-0.53,-0.59,-0.53,-0.59,,,,,255.00,36.00,7.38,20.69,20.47,3.48,252.51,252.58,252.51,252.58,304.02,349.45,271.19,-18.07,-22.10,343.16,31.82,32.40,307.74
IWG1,20200117T122103,13.0799,-59.4789,56.4,-49.0,59.9,6.2,0.0,4.5,4.31,0.01,0.00,252.5153,90.0000,-162.52,-0.05,-0.53,-0.39,11.93,31.81,20.45,31.82,1011.05,0.11,1011.7,4.36,252.2324,0.95,,,,,20200117I1,NONE NONE,NONE,0.01,0.01,0.01,0.01,0.01,17.71,56.34,43.89,42.67,56.68,56.44,53.64,53.64,18.26,1.90,1.94,1.90,1.94,,,,,,295.86,,,252.23,38.08,0.17,3.76,0.00,0.00,5.00,9.00,155.43,17.06,49.84,8.37,13.08,13.08,13.08,13.08,13.08,13.08,-59.48,-59.48,-59.48,-59.48,-59.48,-59.48,12.00,21.00,5.06,15.13,-0.07,0.08,-0.00,0.02,-0.05,-0.11,-0.05,-0.11,-0.04,0.01,-0.37,0.10,-0.07,0.03,1011.59,1011.07,1017.39,1011.80,-0.53,-0.59,-0.53,-0.59,,,,,255.00,36.00,8.66,20.69,20.45,3.48,252.52,252.58,252.52,252.58,304.02,349.39,271.19,-18.07,-22.10,342.23,31.82,32.41,307.74
IWG1,20200117T122104,13.0799,-59.4789,55.9,-49.0,60.2,6.2,0.0,5.4,5.24,0.02,0.00,252.5153,90.0000,-162.52,-0.05,-0.53,-2.80,13.03,31.81,20.48,31.83,1011.04,0.17,1011.7,5.29,249.8374,1.27,,,,,20200117I1,NONE NONE,NONE,-0.04,-0.00,-0.04,-0.04,-0.00,17.98,55.78,43.89,42.67,56.67,55.88,53.64,53.64,18.36,1.90,2.00,1.90,2.00,,,,,,,,297.68,249.84,37.42,0.17,3.29,0.00,0.00,5.00,9.00,154.76,17.10,49.94,10.19,13.08,13.08,13.08,13.08,13.08,13.08,-59.48,-59.48,-59.48,-59.48,-59.48,-59.48,12.00,21.00,6.09,15.16,-0.07,0.08,-0.01,0.02,-0.05,-0.11,-0.05,-0.11,-0.03,0.02,-0.36,0.14,-0.02,0.07,1011.60,1011.07,1017.32,1011.80,-0.53,-0.59,-0.53,-0.59,,,,,255.00,36.00,10.55,20.69,20.48,3.48,252.52,252.58,252.52,252.58,304.02,349.47,271.19,-18.07,-22.10,339.84,31.83,32.40,307.74
IWG1,20200117T122105,13.0799,-59.4789,57.7,-49.0,60.0,6.2,0.0,5.1,4.96,0.01,0.00,252.5153,90.0000,-162.52,-0.05,-0.53,-5.05,10.65,31.82,20.50,31.83,1011.05,0.15,1011.7,5.05,247.5744,1.17,,,,,20200117I1,NONE NONE,NONE,-0.02,0.02,-0.02,-0.02,0.02,17.82,57.56,43.89,42.67,56.67,57.67,53.64,53.64,18.29,1.90,1.97,1.90,1.97,,,,295.38,,,,,247.57,39.27,0.17,5.63,0.00,0.00,5.00,6.45,156.62,17.11,49.97,9.65,13.08,13.08,13.08,13.08,13.08,13.08,-59.48,-59.48,-59.48,-59.48,-59.48,-59.48,12.00,21.00,7.08,15.18,-0.07,0.09,-0.01,0.01,-0.05,-0.11,-0.05,-0.11,-0.04,0.01,-0.36,0.13,-0.04,0.04,1011.61,1011.07,1017.53,1011.76,-0.53,-0.59,-0.53,-0.59,,,,,255.00,36.00,9.99,20.70,20.50,3.48,252.52,252.58,252.52,252.58,304.02,349.52,271.19,-18.07,-22.10,337.57,31.83,32.41,307.75
IWG1,20200117T122106,13.0799,-59.4789,55.9,-49.0,59.8,6.2,0.0,4.7,4.59,0.01,0.00,252.5153,90.0000,-162.52,-0.06,-0.53,-4.65,11.43,31.81,20.48,31.82,1011.06,0.13,1011.7,4.65,247.9795,1.17,,,,,20200117I1,NONE NONE,NONE,0.00,-0.01,0.00,0.00,-0.01,17.68,55.80,43.89,42.67,56.66,55.89,53.64,53.64,18.22,1.90,1.97,1.90,1.97,,,,,299.68,,,,247.98,37.57,0.17,4.22,0.00,0.00,5.00,9.00,154.92,17.10,49.95,8.92,13.08,13.08,13.08,13.08,13.08,13.08,-59.48,-59.48,-59.48,-59.48,-59.48,-59.48,12.00,21.00,8.11,15.17,-0.07,0.08,-0.01,0.02,-0.06,-0.11,-0.06,-0.11,-0.04,0.01,-0.37,0.11,-0.06,0.04,1011.60,1011.08,1017.34,1011.78,-0.53,-0.59,-0.53,-0.59,,,,,255.00,36.00,9.23,20.71,20.48,3.48,252.52,252.58,252.52,252.58,304.02,349.49,271.19,-18.07,-22.10,337.98,31.82,32.40,307.74
IWG1,20200117T122107,13.0799,-59.4789,,-49.0,60.0,6.1,0.0,5.1,4.91,0.01,0.00,252.5153,90.0000,-162.52,-0.05,-0.53,-5.03,10.07,31.81,20.49,31.82,1011.05,0.15,1011.7,5.01,247.5883,,,,,,20200117I1,NONE NONE,NONE,-0.00,0.02,-0.00,-0.00,0.02,17.69,,43.89,42.67,56.65,,53.64,53.64,18.27,1.86,1.96,1.86,1.96,,,,,,,297.18,,247.59,,0.18,2.51,0.00,0.00,5.00,5.40,,17.11,49.99,9.55,13.08,13.08,13.08,,13.08,13.08,-59.48,-59.48,-59.48,,-59.48,-59.48,12.00,21.00,9.10,15.18,-0.07,0.09,-0.01,0.01,-0.05,-0.10,-0.05,-0.10,-0.04,0.01,-0.37,0.13,-0.04,0.04,1011.62,1011.07,,1011.74,-0.53,-0.59,-0.53,-0.59,,,,,255.00,36.00,9.89,20.72,20.49,3.48,252.52,252.58,252.52,252.58,304.01,349.51,271.19,-18.07,-22.10,337.59,31.82,32.41,307.74
IWG1,20200117T122108,13.0799,-59.4789,,-49.0,59.8,6.2,0.0,4.5,4.39,0.01,0.00,252.5153,90.0000,-162.52,-0.05,-0.53,-4.36,12.10,31.81,20.53,31.82,1011.06,0.12,1011.7,4.45,248.2781,,,,,,20200117I1,NONE NONE,NONE,0.02,0.03,0.02,0.02,0.03,17.69,,43.89,42.67,56.65,,53.64,53.64,18.23,1.90,2.01,1.90,2.01,,,295.83,,,,,,248.28,,0.18,2.28,0.00,0.00,5.00,4.05,,17.15,50.10,8.54,13.08,13.08,13.08,,13.08,13.08,-59.48,-59.48,-59.48,,-59.48,-59.48,12.00,21.00,10.10,15.21,-0.07,0.09,-0.01,0.02,-0.05,-0.11,-0.05,-0.11,-0.04,0.01,-0.36,0.10,-0.07,0.02,1011.62,1011.08,,1011.68,-0.53,-0.59,-0.53,-0.59,,,,,255.00,36.00,8.84,20.71,20.53,3.48,252.52,252.58,252.52,252.58,304.01,349.61,271.19,-18.07,-22.10,338.28,31.82,32.40,307.74
IWG1,20200117T122109,13.0799,-59.4789,55.2,-49.0,59.8,6.2,0.0,4.5,4.39,0.01,0.00,252.5153,90.0000,-162.52,-0.05,-0.53,-4.78,11.57,31.81,20.52,31.82,1011.06,0.12,1011.7,4.46,247.8516,,,,,,20200117I1,NONE NONE,NONE,-0.03,-0.01,-0.03,-0.03,-0.01,17.68,55.12,43.89,42.67,56.64,55.22,53.64,53.64,18.22,1.90,1.94,1.90,1.94,,,,,310.55,,,,247.85,36.90,0.18,5.18,0.00,0.00,5.00,8.60,154.25,17.14,50.09,8.54,13.08,13.08,13.08,13.08,13.08,13.08,-59.48,-59.48,-59.48,-59.48,-59.48,-59.48,12.00,21.00,11.10,15.21,-0.07,0.09,-0.01,-0.05,-0.05,-0.11,-0.05,-0.11,-0.04,0.01,-0.36,0.10,-0.07,0.02,1011.60,1011.08,1017.26,1011.69,-0.53,-0.59,-0.53,-0.59,,,,,255.00,36.00,8.84,20.71,20.52,3.48,252.52,252.58,252.52,252.58,304.01,349.60,271.19,-18.07,-22.10,337.85,31.82,32.39,307.74
IWG1,20200117T122110,13.0799,-59.4789,55.5,-49.0,60.0,6.2,0.0,5.1,4.94,0.01,0.00,252.5153,90.0000,-162.52,-0.05,-0.53,-1.76,10.57,31.81,20.52,31.82,1011.05,0.15,1011.7,5.02,250.8584,,,,,,20200117I1,NONE NONE,NONE,0.00,0.01,0.00,0.00,0.01,17.68,55.36,43.89,42.67,56.66,55.46,53.64,53.64,18.29,1.90,1.95,1.90,1.95,,,,,,295.49,,,250.86,37.07,0.17,4.85,0.00,0.00,5.00,9.00,154.42,17.14,50.08,9.59,13.08,13.08,13.08,13.08,13.08,13.08,-59.48,-59.48,-59.48,-59.48,-59.48,-59.48,12.00,21.00,12.10,15.20,-0.06,0.08,-0.00,-0.00,-0.05,-0.10,-0.05,-0.10,-0.04,0.02,-0.36,0.13,-0.04,0.03,1011.61,1011.07,1017.28,1011.65,-0.53,-0.59,-0.53,-0.59,,,,,255.00,36.00,9.93,20.72,20.52,3.47,252.52,252.58,252.52,252.58,304.01,349.58,271.19,-18.07,-22.10,340.86,31.82,32.39,307.74
IWG1,20200117T122111,13.0799,-59.4789,54.2,-49.0,60.2,6.2,0.0,5.2,5.06,0.01,0.00,252.5153,90.0000,-162.52,-0.05,-0.53,-2.23,10.34,31.80,20.52,31.81,1011.04,0.16,1011.7,5.15,250.3815,0.97,,,,,20200117I1,NONE NONE,NONE,0.01,-0.03,0.01,0.01,-0.03,17.80,54.09,43.89,42.67,56.67,54.18,53.64,53.64,18.36,1.90,1.94,1.90,1.94,,,,,,,,297.62,250.38,35.73,0.17,11.32,0.00,0.00,5.00,9.00,153.07,17.14,50.11,9.83,13.08,13.08,13.08,13.08,13.08,13.08,-59.48,-59.48,-59.48,-59.48,-59.48,-59.48,12.00,21.00,13.10,15.20,-0.07,0.10,-0.01,0.03,-0.05,-0.11,-0.05,-0.11,-0.04,0.02,-0.36,0.13,-0.04,0.03,1011.62,1011.07,1017.13,1011.65,-0.53,-0.59,-0.53,-0.59,,,,,255.00,36.00,10.17,20.72,20.52,3.47,252.52,252.58,252.52,252.58,304.00,349.57,271.19,-18.07,-22.10,340.38,31.81,32.39,307.73
IWG1,20200117T122112,13.0799,-59.4789,55.5,-49.0,60.2,6.2,0.0,5.3,5.07,0.01,0.00,252.5153,90.0000,-162.52,-0.05,-0.53,-3.74,12.58,31.79,20.52,31.80,1011.04,0.16,1011.7,5.13,248.8973,1.24,,,,,20200117I1,NONE NONE,NONE,-0.01,-0.01,-0.01,-0.01,-0.01,17.98,55.36,43.89,42.67,56.67,55.46,53.64,53.64,18.36,1.90,1.95,1.90,1.95,,,,296.09,,,,,248.90,37.01,0.17,5.23,0.00,0.00,5.00,9.00,154.34,17.14,50.15,9.86,13.08,13.08,13.08,13.08,13.08,13.08,-59.48,-59.48,-59.48,-59.48,-59.48,-59.48,12.00,21.00,14.08,15.21,-0.07,0.09,-0.01,-0.00,-0.05,-0.10,-0.05,-0.10,-0.03,0.01,-0.36,0.13,-0.03,0.05,1011.61,1011.07,1017.27,1011.65,-0.53,-0.59,-0.53,-0.59,,,,,255.00,36.00,10.21,20.71,20.52,3.47,252.52,252.58,252.52,252.58,303.99,349.57,271.19,-18.07,-22.10,338.90,31.80,32.39,307.72
IWG1,20200117T122113,13.0799,-59.4789,,-49.0,60.1,6.2,0.0,4.9,4.78,0.01,0.00,252.5153,90.0000,-162.52,-0.05,-0.53,-4.03,12.90,31.79,20.51,31.80,1011.05,0.14,1011.7,4.82,248.6156,,,,,,20200117I1,NONE NONE,NONE,0.01,0.02,0.01,0.01,0.02,17.83,,43.89,42.67,56.68,,53.64,53.64,18.32,1.90,1.90,1.90,1.90,,,,,,296.28,,,248.62,,0.17,2.32,0.00,0.00,5.00,3.20,,17.13,50.11,9.29,13.08,13.08,13.08,,13.08,13.08,-59.48,-59.48,-59.48,,-59.48,-59.48,12.00,21.00,15.05,15.19,-0.08,0.09,-0.01,0.02,-0.05,-0.10,-0.05,-0.10,-0.04,0.01,-0.36,0.12,-0.05,0.06,1011.60,1011.07,,1011.69,-0.53,-0.59,-0.53,-0.59,,,,,255.00,36.00,9.61,20.70,20.51,3.48,252.52,252.58,252.52,252.58,304.00,349.54,271.19,-18.07,-22.10,338.62,31.80,32.39,307.72
IWG1,20200117T122114,13.0799,-59.4789,55.4,-49.0,60.2,6.2,0.0,5.1,4.96,0.01,0.00,252.5153,90.0000,-162.52,-0.05,-0.53,-3.88,11.97,31.77,20.47,31.79,1011.04,0.15,1011.7,5.02,248.7480,,,,,,20200117I1,NONE NONE,NONE,-0.01,-0.02,-0.01,-0.01,-0.02,17.82,55.32,43.89,42.67,56.68,55.42,53.64,53.64,18.35,1.90,2.01,1.90,2.01,,,,,,,,297.58,248.75,36.97,0.17,5.07,0.00,0.00,5.00,8.15,154.29,17.08,50.00,9.64,13.08,13.08,13.08,13.08,13.08,13.08,-59.48,-59.48,-59.48,-59.48,-59.48,-59.48,12.00,21.00,16.09,15.15,-0.07,0.07,-0.01,-0.02,-0.05,-0.10,-0.05,-0.10,-0.04,0.01,-0.37,0.13,-0.04,0.05,1011.60,1011.07,1017.27,1011.67,-0.53,-0.59,-0.53,-0.59,,,,,255.00,36.00,9.97,20.69,20.47,3.48,252.52,252.58,252.52,252.58,303.98,349.39,271.19,-18.07,-22.10,338.75,31.79,32.38,307.70
IWG1,20200117T122115,13.0799,-59.4789,55.5,-49.0,59.7,6.1,0.0,4.5,4.34,0.01,0.00,252.5153,90.0000,-162.52,-0.05,-0.53,-5.36,10.81,31.78,20.45,31.79,1011.06,0.12,1011.7,4.42,247.2716,,,,,,20200117I1,NONE NONE,NONE,-0.01,-0.01,-0.01,-0.01,-0.01,17.69,55.41,43.89,42.87,56.69,55.50,53.64,53.64,18.19,1.85,1.97,1.85,1.97,,,296.29,,,,,,247.27,37.21,0.18,6.06,0.00,0.00,5.00,9.00,154.55,17.06,49.94,8.45,13.08,13.08,13.08,13.08,13.08,13.08,-59.48,-59.48,-59.48,-59.48,-59.48,-59.48,12.00,21.00,17.06,15.13,-0.07,0.08,-0.01,0.02,-0.05,-0.10,-0.05,-0.10,-0.04,0.01,-0.36,0.10,-0.07,0.00,1011.60,1011.08,1017.30,1011.64,-0.53,-0.59,-0.53,-0.59,,959.00,940.00,,255.00,36.00,8.75,20.69,20.45,3.47,252.52,252.58,252.52,252.58,303.98,349.34,271.19,-18.07,-22.10,337.27,31.79,32.38,307.70
IWG1,20200117T122116,13.0799,-59.4789,55.4,-49.0,59.8,6.2,0.0,4.5,4.34,0.01,0.00,252.5153,90.0000,-162.52,-0.05,-0.53,-6.14,10.25,31.78,20.45,31.79,1011.06,0.12,1011.7,4.42,246.4936,0.95,,,,,20200117I1,NONE NONE,NONE,0.01,0.03,0.01,0.01,0.03,17.60,55.35,43.89,43.89,56.69,55.44,53.64,53.64,18.23,1.90,1.94,1.90,1.94,,,,,300.39,,,,246.49,37.12,0.18,5.78,0.00,0.00,5.00,9.00,154.45,17.07,49.95,8.43,13.08,13.08,13.08,13.08,13.08,13.08,-59.48,-59.48,-59.48,-59.48,-59.48,-59.48,12.00,21.00,18.06,15.13,-0.07,0.10,-0.01,0.02,-0.05,-0.10,-0.05,-0.10,-0.04,0.01,-0.36,0.10,-0.07,0.01,1011.60,1011.08,1017.29,1011.67,-0.53,-0.59,-0.53,-0.59,,,,,255.00,36.00,8.73,20.68,20.45,3.47,252.52,252.58,252.52,252.58,303.98,349.35,271.19,-18.07,-22.10,336.49,31.79,32.38,307.70
IWG1,20200117T122117,13.0799,-59.4789,55.6,-49.0,59.5,6.2,0.0,3.9,3.75,0.01,0.00,252.5153,90.0000,-162.52,-0.05,-0.53,-4.43,10.09,31.77,20.49,31.78,1011.07,0.09,1011.7,3.82,248.1868,0.85,,,,,20200117I1,NONE NONE,NONE,-0.02,-0.03,-0.02,-0.02,-0.03,17.51,55.53,43.89,43.89,56.69,55.63,53.64,53.64,18.15,1.90,1.96,1.90,1.96,,,,,,,296.42,,248.19,37.38,0.18,4.98,0.00,0.00,5.00,9.00,154.72,17.11,50.09,7.28,13.08,13.08,13.08,13.08,13.08,13.08,-59.48,-59.48,-59.48,-59.48,-59.48,-59.48,12.00,21.00,19.06,15.17,-0.06,0.10,-0.01,-0.00,-0.05,-0.10,-0.05,-0.10,-0.04,0.01,-0.36,0.07,-0.10,-0.01,1011.61,1011.08,1017.32,1011.65,-0.53,-0.59,-0.53,-0.59,,,,,255.00,36.00,7.53,20.66,20.49,3.47,252.52,252.58,252.52,252.58,303.98,349.44,271.19,-18.07,-22.10,338.19,31.78,32.36,307.70
IWG1,20200117T122118,13.0799,-59.4789,55.8,-49.0,59.8,6.2,0.0,4.6,4.44,0.01,0.00,252.5154,90.0000,-162.52,-0.06,-0.53,-5.12,11.52,31.75,20.49,31.76,1011.06,0.12,1011.7,4.50,247.5186,1.09,,,,,20200117I1,NONE NONE,NONE,0.01,0.02,0.01,0.01,0.02,17.56,55.75,43.89,43.70,56.74,55.85,53.64,53.64,18.22,1.90,1.98,1.90,1.98,,,,,,,,297.62,247.52,37.53,0.17,4.64,0.00,0.00,5.00,9.00,154.86,17.11,50.15,8.64,13.08,13.08,13.08,13.08,13.08,13.08,-59.48,-59.48,-59.48,-59.48,-59.48,-59.48,12.00,21.00,20.06,15.17,-0.07,0.08,-0.01,0.02,-0.06,-0.11,-0.06,-0.11,-0.04,0.01,-0.35,0.10,-0.07,-0.00,1011.58,1011.08,1017.33,1011.68,-0.53,-0.59,-0.53,-0.59,,,,,255.00,36.00,8.93,20.66,20.49,3.47,252.52,252.58,252.52,252.58,303.96,349.42,271.19,-18.07,-22.10,337.52,31.76,32.35,307.68
IWG1,20200117T122119,13.0799,-59.4789,55.8,-49.0,59.8,6.1,0.0,4.4,4.26,0.01,0.00,252.5153,90.0000,-162.52,-0.05,-0.53,-2.93,11.29,31.74,20.47,31.75,1011.06,0.11,1011.7,4.32,249.6930,1.08,,,,,20200117I1,NONE NONE,NONE,0.00,-0.01,0.00,0.00,-0.01,17.66,55.73,43.89,42.67,56.75,55.83,53.64,53.64,18.22,1.85,1.90,1.85,1.90,,,,296.28,,,,,249.69,37.51,0.17,4.76,0.00,0.00,5.00,9.00,154.84,17.09,50.12,8.27,13.08,13.08,13.08,13.08,13.08,13.08,-59.48,-59.48,-59.48,-59.48,-59.48,-59.48,12.00,21.00,21.08,15.15,-0.07,0.09,-0.01,0.02,-0.05,-0.10,-0.05,-0.10,-0.04,0.01,-0.36,0.09,-0.07,0.04,1011.60,1011.08,1017.33,1011.71,-0.53,-0.59,-0.53,-0.59,,,,,255.00,36.00,8.56,20.66,20.47,3.48,252.52,252.58,252.52,252.58,303.94,349.35,271.19,-18.07,-22.10,339.69,31.75,32.35,307.66
IWG1,20200117T122120,13.0799,-59.4789,55.6,-49.0,59.9,6.2,0.0,4.9,4.74,0.01,0.00,252.5153,90.0000,-162.52,-0.05,-0.53,-4.71,12.64,31.73,20.48,31.74,1011.05,0.14,1011.7,4.79,247.9342,1.29,,,,,20200117I1,NONE NONE,NONE,0.00,0.01,0.00,0.00,0.01,17.68,55.50,43.89,42.67,56.75,55.59,53.64,53.64,18.27,1.90,1.96,1.90,1.96,,,,,,296.26,,,247.93,37.22,0.17,4.87,0.00,0.00,5.00,9.00,154.54,17.10,50.18,9.20,13.08,13.08,13.08,13.08,13.08,13.08,-59.48,-59.48,-59.48,-59.48,-59.48,-59.48,12.00,21.00,22.05,15.16,-0.08,0.08,-0.01,0.00,-0.05,-0.11,-0.05,-0.11,-0.04,0.01,-0.36,0.12,-0.05,0.01,1011.63,1011.07,1017.30,1011.65,-0.53,-0.59,-0.53,-0.59,,,,,255.00,36.00,9.53,20.66,20.48,3.47,252.52,252.58,252.52,252.58,303.94,349.37,271.19,-18.07,-22.10,337.93,31.74,32.34,307.66
IWG1,20200117T122121,13.0799,-59.4789,55.4,-49.0,60.0,6.2,0.0,4.9,4.71,0.01,0.00,252.5153,90.0000,-162.52,-0.05,-0.53,-2.81,12.64,31.72,20.46,31.74,1011.05,0.14,1011.7,4.76,249.8275,1.28,,,,,20200117I1,NONE NONE,NONE,0.01,-0.01,0.01,0.01,-0.01,17.68,55.29,43.89,42.87,56.75,55.39,53.64,53.64,18.28,1.90,1.97,1.90,1.97,,,,,,,,297.45,249.83,37.01,0.17,4.53,0.00,0.00,5.00,9.00,154.32,17.07,50.13,9.16,13.08,13.08,13.08,13.08,13.08,13.08,-59.48,-59.48,-59.48,-59.48,-59.48,-59.48,12.00,21.00,23.08,15.14,-0.08,0.08,-0.01,0.04,-0.05,-0.11,-0.05,-0.11,-0.04,0.01,-0.36,0.12,-0.05,0.04,1011.56,1011.07,1017.27,1011.69,-0.53,-0.59,-0.53,-0.59,,,,,255.00,36.00,9.48,20.65,20.46,3.48,252.52,252.58,252.52,252.58,303.93,349.30,271.19,-18.07,-22.10,339.83,31.74,32.33,307.65
IWG1,20200117T122122,13.0799,-59.4789,55.5,-49.0,60.3,6.2,0.0,5.4,5.17,0.02,0.00,252.5153,90.0000,-162.52,-0.06,-0.53,-0.32,11.82,31.72,20.44,31.73,1011.04,0.16,1011.7,5.24,252.3065,1.33,,,,,20200117I1,NONE NONE,NONE,0.01,-0.01,0.01,0.01,-0.01,17.98,55.38,43.89,43.89,56.75,55.48,53.64,53.64,18.38,1.90,2.07,1.90,2.07,,,295.64,,,,,,252.31,37.00,0.17,4.69,0.00,0.00,5.00,9.00,154.31,17.06,50.09,10.06,13.08,13.08,13.08,13.08,13.08,13.08,-59.48,-59.48,-59.48,-59.48,-59.48,-59.48,12.00,21.00,24.06,15.13,-0.07,0.08,-0.00,0.02,-0.06,-0.11,-0.06,-0.11,-0.04,0.02,-0.36,0.14,-0.03,0.02,1011.56,1011.06,1017.27,1011.57,-0.53,-0.59,-0.53,-0.59,,,,,255.00,36.00,10.41,20.65,20.44,3.47,252.52,252.58,252.52,252.58,303.93,349.26,271.19,-18.07,-22.10,342.31,31.73,32.35,307.64
IWG1,20200117T122123,13.0799,-59.4789,55.4,-49.0,60.4,6.1,0.0,5.6,5.40,0.02,0.00,252.5155,90.0000,-162.52,-0.05,-0.53,-2.30,12.08,31.72,20.44,31.74,1011.04,0.18,1011.7,5.46,250.3278,1.41,,,,,20200117I1,NONE NONE,NONE,-0.00,-0.01,-0.00,-0.00,-0.01,17.98,55.27,43.89,43.89,56.75,55.37,53.64,53.64,18.40,1.86,1.97,1.86,1.97,,,,,300.05,,,,250.33,36.88,0.18,4.93,0.00,0.00,5.00,9.00,154.18,17.06,50.09,10.49,13.08,13.08,13.08,13.08,13.08,13.08,-59.48,-59.48,-59.48,-59.48,-59.48,-59.48,12.00,21.00,25.09,15.13,-0.07,0.09,-0.00,0.02,-0.05,-0.11,-0.05,-0.11,-0.04,0.01,-0.36,0.15,-0.02,0.06,1011.57,1011.06,1017.26,1011.65,-0.53,-0.59,-0.53,-0.59,,,,,255.00,36.00,10.85,20.67,20.44,3.47,252.52,252.58,252.52,252.58,303.93,349.26,271.19,-18.07,-22.10,340.33,31.74,32.36,307.64
